id_interaccion	id_lead	id_deal	id_vendedor	tipo_interaccion	resultado	numero_toque	timestamp	duracion_seg	notas
391	105		4	WhatsApp	No Contesto	4	2026-03-11 11:36:59		
392	105		4	Correo	No Contesto	5	2026-03-01 16:33:38		
393	106		5	WhatsApp	No Contesto	1	2026-03-02 07:08:48		
394	107		3	Telefono	No Contesto	1	2026-02-17 02:39:46		
395	107		3	Telefono	No Contesto	2	2026-02-17 21:02:40		
396	108		3	WhatsApp	Contesto	1	2026-03-14 16:06:52		
397	108		3	WhatsApp	No Contesto	2	2026-03-24 04:55:01		
398	108		3	Telefono	No Contesto	3	2026-03-25 06:41:23		
399	108		3	WhatsApp	No Contesto	4	2026-03-18 04:29:00		No disponible
400	108		3	Correo	Contesto	5	2026-03-04 16:12:07		Confirmó interés
401	108		3	WhatsApp	No Contesto	6	2026-03-25 00:06:18		Llamada breve, pide callback
402	109		5	Correo	Contesto	1	2026-02-10 19:50:00		
403	109		5	Correo	No Contesto	2	2026-02-13 18:06:36		Buzón de voz
404	110		5	Telefono	No Contesto	1	2026-02-11 19:48:31		
405	110		5	WhatsApp	No Contesto	2	2026-02-18 01:50:02		
406	111		5	WhatsApp	Contesto	1	2026-03-05 02:54:43		
407	111		5	WhatsApp	No Contesto	2	2026-03-07 10:31:25		
408	112		2	Telefono	No Contesto	1	2026-03-22 14:23:45		
409	112		2	Telefono	Contesto	2	2026-03-06 10:32:18	412	
410	112		2	Telefono	No Contesto	3	2026-03-24 20:01:48		
411	112		2	Correo	Contesto	4	2026-03-22 14:47:28		Interesado, pide más info
412	113		1	WhatsApp	No Contesto	1	2026-02-12 12:04:29		
413	113		1	Correo	No Contesto	2	2026-02-20 05:42:38		
414	115		1	Correo	No Contesto	1	2026-03-13 09:10:26		Buzón de voz
415	115		1	WhatsApp	No Contesto	2	2026-02-26 18:27:35		Línea ocupada
416	115		1	Correo	Contesto	3	2026-02-27 06:49:57		Quiere cotización
417	115		1	WhatsApp	Contesto	4	2026-03-03 15:54:53		
418	115		1	WhatsApp	No Contesto	5	2026-02-19 20:19:41		
419	115		1	WhatsApp	No Contesto	6	2026-03-01 18:36:56		
420	116		3	WhatsApp	Contesto	1	2026-03-16 10:57:35		Quiere cotización
421	116		3	WhatsApp	No Contesto	2	2026-02-28 15:41:02		
422	117		4	Telefono	No Contesto	1	2026-03-05 14:02:40		Línea ocupada
423	118		1	Telefono	No Contesto	1	2026-02-19 14:43:02		
424	118		1	Telefono	Contesto	2	2026-02-21 00:16:59	302	Quiere cotización
425	118		1	WhatsApp	No Contesto	3	2026-02-22 22:30:40		Llamada breve, pide callback
426	119		5	WhatsApp	No Contesto	1	2026-03-02 15:16:55		
427	119		5	Telefono	Contesto	2	2026-02-11 14:38:03	159	Disponible siguiente semana
428	119		5	Telefono	No Contesto	3	2026-02-12 20:37:39		
429	119		5	Telefono	No Contesto	4	2026-03-01 23:53:50		Llamada breve, pide callback
430	119		5	Telefono	No Contesto	5	2026-03-03 01:34:06		
431	120		5	Telefono	No Contesto	1	2026-02-19 05:15:00		
432	120		5	Telefono	No Contesto	2	2026-02-20 22:40:18		
433	120		5	Correo	Contesto	3	2026-02-21 11:28:24		
434	120		5	Telefono	No Contesto	4	2026-02-21 09:35:08		
435	120		5	Correo	No Contesto	5	2026-02-22 00:59:24		Buzón de voz
436	121		2	WhatsApp	Contesto	1	2026-02-27 06:19:08		
437	121		2	WhatsApp	No Contesto	2	2026-02-26 12:49:48		
438	121		2	WhatsApp	No Contesto	3	2026-02-28 17:45:05		
439	122		4	WhatsApp	No Contesto	1	2026-03-01 01:32:13		
440	122		4	Telefono	Contesto	2	2026-03-07 13:50:26	458	Buena conversación, agenda demo
441	122		4	Telefono	Contesto	3	2026-03-15 14:04:58	359	Quiere cotización
442	123		3	Correo	Contesto	1	2026-02-14 16:48:17		Quiere cotización
443	123		3	WhatsApp	Contesto	2	2026-02-10 22:19:56		
444	125		5	WhatsApp	Contesto	1	2026-02-11 14:05:46		
445	125		5	WhatsApp	No Contesto	2	2026-02-10 22:05:39		
446	125		5	Telefono	Contesto	3	2026-02-11 18:10:18	423	Buena conversación, agenda demo
447	126		2	WhatsApp	No Contesto	1	2026-02-28 10:02:02		
448	126		2	Correo	No Contesto	2	2026-03-01 19:47:28		
449	126		2	WhatsApp	Contesto	3	2026-03-04 11:39:30		
450	126		2	Telefono	No Contesto	4	2026-03-02 21:28:31		
451	126		2	Telefono	Contesto	5	2026-03-04 16:57:49	593	
452	127		5	Correo	No Contesto	1	2026-02-23 17:12:56		
453	127		5	Telefono	No Contesto	2	2026-02-24 06:27:57		
454	127		5	Correo	No Contesto	3	2026-02-24 01:17:06		
455	128		3	WhatsApp	Contesto	1	2026-02-23 16:40:24		
456	128		3	Telefono	No Contesto	2	2026-02-25 22:50:01		
457	129		4	WhatsApp	No Contesto	1	2026-03-02 11:08:41		
458	129		4	Telefono	No Contesto	2	2026-03-01 09:28:21		
459	129		4	WhatsApp	No Contesto	3	2026-02-27 17:51:07		
460	129		4	Telefono	No Contesto	4	2026-03-06 04:30:56		Sin respuesta
461	129		4	WhatsApp	No Contesto	5	2026-03-04 14:31:10		
462	129		4	Correo	No Contesto	6	2026-03-01 23:47:29		
463	130		2	Telefono	No Contesto	1	2026-03-06 16:49:28		No disponible
464	130		2	Correo	No Contesto	2	2026-02-27 11:43:31		
465	130		2	WhatsApp	No Contesto	3	2026-03-05 14:55:04		
466	130		2	Telefono	Contesto	4	2026-03-10 21:37:29	407	
467	130		2	Correo	No Contesto	5	2026-03-07 08:25:45		
468	130		2	WhatsApp	No Contesto	6	2026-03-02 21:54:58		
469	131		1	Correo	Contesto	1	2026-02-16 13:55:45		Buena conversación, agenda demo
470	131		1	WhatsApp	No Contesto	2	2026-03-01 04:19:27		
471	131		1	WhatsApp	No Contesto	3	2026-02-27 11:51:15		
472	131		1	WhatsApp	No Contesto	4	2026-02-26 16:30:28		
473	131		1	Telefono	No Contesto	5	2026-02-19 15:53:41		
474	132		5	WhatsApp	No Contesto	1	2026-03-10 02:20:07		
475	132		5	Telefono	No Contesto	2	2026-03-09 22:42:35		Llamada breve, pide callback
476	132		5	Telefono	Contesto	3	2026-03-05 23:44:52	210	Quiere cotización
477	132		5	Correo	No Contesto	4	2026-03-08 20:15:50		No disponible
478	132		5	Correo	No Contesto	5	2026-03-17 06:02:36		
479	133		2	Telefono	Contesto	1	2026-02-25 00:24:58	132	
480	133		2	Telefono	No Contesto	2	2026-02-20 18:36:43		
481	133		2	WhatsApp	Contesto	3	2026-02-21 07:07:32		
482	133		2	WhatsApp	Contesto	4	2026-02-23 03:20:45		
483	133		2	Telefono	No Contesto	5	2026-02-25 18:30:24		Buzón de voz
484	134		1	WhatsApp	No Contesto	1	2026-02-22 10:52:34		No disponible
485	134		1	WhatsApp	No Contesto	2	2026-02-16 13:35:31		
486	134		1	Telefono	No Contesto	3	2026-02-12 04:46:56		Línea ocupada
487	135		5	Telefono	No Contesto	1	2026-02-06 03:02:44		
488	135		5	Telefono	No Contesto	2	2026-02-10 10:03:32		No disponible
489	135		5	Telefono	No Contesto	3	2026-02-07 16:01:30		
490	135		5	Telefono	No Contesto	4	2026-02-14 16:26:58		
491	135		5	Correo	No Contesto	5	2026-02-08 05:50:24		
492	135		5	Correo	No Contesto	6	2026-02-10 19:10:58		
493	135		5	WhatsApp	No Contesto	7	2026-02-08 21:47:58		
494	136		5	Telefono	No Contesto	1	2026-02-09 15:16:31		
495	136		5	WhatsApp	Contesto	2	2026-02-09 07:53:18		
496	136		5	Telefono	No Contesto	3	2026-02-09 02:08:16		
497	137		3	Correo	No Contesto	1	2026-03-05 07:34:59		
498	137		3	WhatsApp	No Contesto	2	2026-02-20 03:48:27		
499	137		3	Telefono	Contesto	3	2026-02-27 21:26:09	519	
500	137		3	Telefono	Contesto	4	2026-03-07 04:33:17	315	Confirmó interés
501	137		3	Correo	Contesto	5	2026-02-27 09:30:21		
502	137		3	WhatsApp	No Contesto	6	2026-02-28 14:21:25		
503	138		3	Telefono	No Contesto	1	2026-02-27 17:15:12		
504	138		3	WhatsApp	No Contesto	2	2026-03-12 04:40:19		
505	139		2	WhatsApp	No Contesto	1	2026-02-25 10:32:15		
506	139		2	WhatsApp	No Contesto	2	2026-02-21 00:34:07		
507	139		2	Telefono	Contesto	3	2026-02-16 14:47:26	401	
508	139		2	Correo	No Contesto	4	2026-02-18 03:30:13		
509	140		3	Correo	No Contesto	1	2026-02-11 14:37:32		
510	140		3	Telefono	No Contesto	2	2026-02-15 12:41:05		
511	140		3	Correo	Contesto	3	2026-02-12 14:10:29		Positivo, agenda follow-up
512	140		3	WhatsApp	Contesto	4	2026-02-11 13:52:27		
513	141		4	WhatsApp	No Contesto	1	2026-02-08 01:01:07		
514	141		4	WhatsApp	Contesto	2	2026-02-08 12:58:16		
515	142		1	Telefono	Contesto	1	2026-03-13 20:38:19	456	Interesado, pide más info
516	142		1	WhatsApp	Contesto	2	2026-03-06 23:46:06		
517	143		3	WhatsApp	No Contesto	1	2026-02-21 07:05:44		
518	144		1	Telefono	Contesto	1	2026-02-07 05:40:48	62	
519	144		1	Telefono	Contesto	2	2026-02-06 05:50:39	463	
520	144		1	Correo	No Contesto	3	2026-02-05 21:41:51		
521	144		1	WhatsApp	No Contesto	4	2026-02-06 02:57:59		
522	144		1	Telefono	Contesto	5	2026-02-06 11:36:32	158	
523	144		1	WhatsApp	Contesto	6	2026-02-07 00:40:53		Positivo, agenda follow-up
524	145		5	WhatsApp	Contesto	1	2026-03-03 20:54:56		
525	146		3	WhatsApp	Contesto	1	2026-02-25 21:43:41		Respondió bien, buen perfil
526	146		3	WhatsApp	Contesto	2	2026-02-23 17:19:40		Buena conversación, agenda demo
527	146		3	WhatsApp	No Contesto	3	2026-02-25 19:30:53		Línea ocupada
528	146		3	Telefono	Contesto	4	2026-02-23 07:32:05	41	
529	146		3	Telefono	No Contesto	5	2026-03-06 03:58:36		
530	147		2	Telefono	No Contesto	1	2026-02-17 12:22:55		Llamada breve, pide callback
531	147		2	Telefono	No Contesto	2	2026-02-17 05:43:35		Línea ocupada
532	147		2	WhatsApp	No Contesto	3	2026-02-17 13:28:01		
533	148		4	WhatsApp	No Contesto	1	2026-02-05 01:43:27		
534	148		4	Telefono	No Contesto	2	2026-02-05 06:28:34		No disponible
535	148		4	Telefono	No Contesto	3	2026-02-05 08:49:26		
536	148		4	Correo	Contesto	4	2026-02-05 12:08:29		
537	148		4	Telefono	No Contesto	5	2026-02-06 00:08:29		
538	148		4	Correo	No Contesto	6	2026-02-06 12:08:29		
539	148		4	WhatsApp	No Contesto	7	2026-02-07 00:08:30		
540	149		2	Telefono	Contesto	1	2026-02-28 20:27:18	70	
541	149		2	WhatsApp	No Contesto	2	2026-02-18 13:42:44		
542	150		5	Telefono	Contesto	1	2026-03-02 19:14:44	539	Buena conversación, agenda demo
543	150		5	Telefono	No Contesto	2	2026-03-02 07:45:12		
544	150		5	WhatsApp	No Contesto	3	2026-03-02 05:42:26		Línea ocupada
545	151		2	Correo	Contesto	1	2026-02-22 03:22:45		
546	151		2	WhatsApp	Contesto	2	2026-03-03 09:49:16		Quiere cotización
547	151		2	Correo	No Contesto	3	2026-03-03 00:02:20		
548	151		2	Telefono	Contesto	4	2026-02-23 20:19:48	529	Respondió bien, buen perfil
549	151		2	Telefono	No Contesto	5	2026-02-25 14:00:38		
550	151		2	Telefono	No Contesto	6	2026-03-03 13:10:16		
551	151		2	Telefono	No Contesto	7	2026-02-21 13:43:19		
552	151		2	Telefono	No Contesto	8	2026-02-28 14:38:10		Buzón de voz
553	152		2	WhatsApp	No Contesto	1	2026-02-25 18:07:12		
554	152		2	Telefono	Contesto	2	2026-03-10 03:14:15	104	Respondió bien, buen perfil
555	152		2	WhatsApp	Contesto	3	2026-03-13 20:49:44		
556	152		2	WhatsApp	No Contesto	4	2026-02-22 09:36:31		Buzón de voz
557	152		2	Correo	No Contesto	5	2026-03-10 21:33:39		
558	153		4	Telefono	Contesto	1	2026-03-14 00:30:08	527	Positivo, agenda follow-up
559	153		4	WhatsApp	Contesto	2	2026-02-28 18:43:57		
560	153		4	Correo	Contesto	3	2026-03-05 12:47:13		
561	153		4	Telefono	No Contesto	4	2026-03-10 01:57:49		Línea ocupada
562	153		4	WhatsApp	No Contesto	5	2026-03-06 12:45:29		Buzón de voz
563	153		4	Correo	No Contesto	6	2026-03-08 09:37:46		
564	154		2	Telefono	Contesto	1	2026-03-05 02:53:00	113	Positivo, agenda follow-up
565	154		2	WhatsApp	No Contesto	2	2026-02-28 23:38:20		
566	154		2	Telefono	No Contesto	3	2026-02-26 12:45:53		
567	154		2	WhatsApp	No Contesto	4	2026-03-03 23:52:24		
568	154		2	Telefono	No Contesto	5	2026-03-08 19:54:44		
569	154		2	WhatsApp	No Contesto	6	2026-03-08 09:21:32		
570	155		5	WhatsApp	Contesto	1	2026-02-21 23:31:01		Positivo, agenda follow-up
571	155		5	WhatsApp	No Contesto	2	2026-02-19 03:53:05		
572	156		3	Telefono	No Contesto	1	2026-02-14 13:01:18		
573	156		3	Telefono	No Contesto	2	2026-02-27 19:42:22		
574	156		3	WhatsApp	Contesto	3	2026-02-22 21:34:27		
575	156		3	Correo	No Contesto	4	2026-02-27 23:18:01		
576	156		3	Telefono	Contesto	5	2026-02-17 12:25:22	460	
577	157		2	WhatsApp	Contesto	1	2026-03-04 02:10:23		
578	157		2	Correo	No Contesto	2	2026-02-27 16:09:47		
579	157		2	WhatsApp	No Contesto	3	2026-03-03 17:23:14		
580	157		2	Correo	No Contesto	4	2026-03-08 08:59:11		
581	157		2	WhatsApp	No Contesto	5	2026-03-11 01:12:13		
582	157		2	WhatsApp	No Contesto	6	2026-03-02 21:00:05		
583	157		2	WhatsApp	No Contesto	7	2026-03-08 16:58:42		
584	157		2	WhatsApp	No Contesto	8	2026-03-10 12:06:04		
585	159		4	WhatsApp	No Contesto	1	2026-03-23 17:53:06		
586	160		1	Correo	No Contesto	1	2026-02-23 11:42:32		Buzón de voz
587	160		1	WhatsApp	Contesto	2	2026-02-25 17:45:57		
588	160		1	WhatsApp	No Contesto	3	2026-02-27 01:44:07		
589	160		1	WhatsApp	Contesto	4	2026-02-25 11:41:31		
590	160		1	Telefono	No Contesto	5	2026-02-27 13:48:08		
591	161		2	Correo	No Contesto	1	2026-02-16 11:25:06		
592	161		2	Correo	Contesto	2	2026-02-17 08:05:51		
593	161		2	WhatsApp	Contesto	3	2026-02-16 11:38:14		
594	161		2	WhatsApp	Contesto	4	2026-02-17 20:19:13		Respondió bien, buen perfil
595	161		2	Correo	No Contesto	5	2026-02-17 08:52:14		
596	161		2	Correo	No Contesto	6	2026-02-16 20:55:19		Línea ocupada
597	162		5	Correo	No Contesto	1	2026-03-02 13:39:02		
598	162		5	WhatsApp	Contesto	2	2026-03-08 10:11:18		
599	162		5	Telefono	No Contesto	3	2026-03-15 13:06:43		Sin respuesta
600	162		5	WhatsApp	No Contesto	4	2026-03-05 09:52:40		
601	162		5	Telefono	No Contesto	5	2026-03-08 23:46:56		
602	162		5	Telefono	No Contesto	6	2026-02-28 00:02:21		
603	162		5	WhatsApp	No Contesto	7	2026-03-15 22:26:38		
604	163		3	Correo	Contesto	1	2026-02-25 02:26:36		Buena conversación, agenda demo
605	163		3	Telefono	Contesto	2	2026-02-28 07:38:02	186	Positivo, agenda follow-up
606	164		5	Correo	Contesto	1	2026-03-10 16:16:16		Positivo, agenda follow-up
607	164		5	Telefono	No Contesto	2	2026-03-17 05:22:50		
608	164		5	Telefono	No Contesto	3	2026-03-07 18:41:09		
609	164		5	WhatsApp	Contesto	4	2026-03-12 01:46:02		
610	164		5	WhatsApp	No Contesto	5	2026-03-06 21:15:21		
611	166		5	Correo	Contesto	1	2026-02-06 15:30:05		Confirmó interés
612	166		5	Telefono	Contesto	2	2026-02-06 15:16:09	536	
613	166		5	Correo	Contesto	3	2026-02-07 04:57:54		
614	166		5	Telefono	Contesto	4	2026-02-09 07:11:42	108	Quiere cotización
615	166		5	WhatsApp	Contesto	5	2026-02-09 06:42:17		
616	167		2	Telefono	Contesto	1	2026-02-19 10:42:30	62	Confirmó interés
617	167		2	Correo	No Contesto	2	2026-03-09 19:13:59		Sin respuesta
618	167		2	WhatsApp	No Contesto	3	2026-02-21 03:12:56		
619	167		2	WhatsApp	No Contesto	4	2026-02-19 16:01:50		
620	167		2	WhatsApp	No Contesto	5	2026-02-14 04:54:06		
621	167		2	Telefono	No Contesto	6	2026-02-19 10:00:41		
622	168		4	Telefono	Contesto	1	2026-02-16 02:49:19	331	
623	168		4	Correo	No Contesto	2	2026-02-12 22:32:05		
624	168		4	Telefono	Contesto	3	2026-02-10 13:17:39	432	Respondió bien, buen perfil
625	168		4	WhatsApp	No Contesto	4	2026-02-13 20:50:59		
626	168		4	WhatsApp	No Contesto	5	2026-02-10 03:30:16		
627	168		4	WhatsApp	No Contesto	6	2026-02-12 18:59:15		Llamada breve, pide callback
628	168		4	WhatsApp	No Contesto	7	2026-02-10 06:28:31		
629	168		4	Correo	No Contesto	8	2026-02-06 15:23:05		
630	169		3	WhatsApp	Contesto	1	2026-02-04 06:06:11		
631	169		3	WhatsApp	No Contesto	2	2026-02-03 03:28:37		
632	169		3	Telefono	No Contesto	3	2026-02-03 20:09:13		
633	169		3	Telefono	No Contesto	4	2026-02-04 00:24:33		
634	169		3	Telefono	No Contesto	5	2026-02-04 07:19:37		
635	170		2	WhatsApp	No Contesto	1	2026-03-10 20:11:40		
636	170		2	WhatsApp	No Contesto	2	2026-03-25 15:26:39		
637	170		2	WhatsApp	No Contesto	3	2026-03-04 04:18:56		
638	170		2	WhatsApp	No Contesto	4	2026-03-22 04:11:25		
639	171		3	Telefono	Contesto	1	2026-02-19 06:36:51	540	Confirmó interés
640	171		3	WhatsApp	Contesto	2	2026-02-14 19:40:10		
641	171		3	WhatsApp	Contesto	3	2026-02-14 09:50:34		Positivo, agenda follow-up
642	172		5	Correo	No Contesto	1	2026-02-13 13:32:23		Llamada breve, pide callback
643	172		5	Telefono	No Contesto	2	2026-02-19 23:11:01		Buzón de voz
644	172		5	Telefono	Contesto	3	2026-02-27 03:22:57	455	
645	172		5	Telefono	No Contesto	4	2026-02-17 21:06:07		Línea ocupada
646	172		5	WhatsApp	Contesto	5	2026-02-15 21:44:27		
647	173		4	WhatsApp	No Contesto	1	2026-03-15 02:45:43		Línea ocupada
648	173		4	Correo	Contesto	2	2026-02-26 22:52:18		Buena conversación, agenda demo
649	173		4	Telefono	No Contesto	3	2026-03-14 22:10:09		
650	174		4	Telefono	Contesto	1	2026-02-08 23:06:52	407	
651	174		4	WhatsApp	Contesto	2	2026-02-09 05:53:27		
652	174		4	Telefono	No Contesto	3	2026-02-06 05:47:43		Línea ocupada
653	174		4	Telefono	No Contesto	4	2026-02-09 18:53:48		
654	174		4	WhatsApp	No Contesto	5	2026-02-07 09:43:18		
655	175		1	Telefono	No Contesto	1	2026-02-28 00:54:38		
656	175		1	WhatsApp	No Contesto	2	2026-02-20 03:37:06		
657	175		1	WhatsApp	No Contesto	3	2026-02-24 14:26:32		
658	175		1	WhatsApp	Contesto	4	2026-02-28 01:44:00		Buena conversación, agenda demo
659	175		1	WhatsApp	No Contesto	5	2026-02-15 20:34:57		
660	175		1	WhatsApp	Contesto	6	2026-02-12 08:50:10		Quiere cotización
661	177		1	Telefono	No Contesto	1	2026-03-01 01:08:05		
662	177		1	Telefono	Contesto	2	2026-02-25 03:09:52	570	
663	177		1	Telefono	No Contesto	3	2026-02-28 15:57:38		
664	178		2	Correo	Contesto	1	2026-02-16 07:39:30		Confirmó interés
665	178		2	WhatsApp	Contesto	2	2026-02-17 13:30:50		
666	178		2	WhatsApp	Contesto	3	2026-02-17 07:58:51		
667	178		2	WhatsApp	No Contesto	4	2026-02-17 14:55:23		Buzón de voz
668	178		2	WhatsApp	Contesto	5	2026-02-18 02:55:24		Buena conversación, agenda demo
669	178		2	WhatsApp	No Contesto	6	2026-02-18 14:55:24		
670	179		5	Telefono	No Contesto	1	2026-03-03 08:33:54		
671	180		4	WhatsApp	Contesto	1	2026-03-04 06:26:28		
672	180		4	Telefono	No Contesto	2	2026-03-08 09:49:20		
673	180		4	Telefono	Contesto	3	2026-03-05 08:23:06	572	
674	181		5	WhatsApp	No Contesto	1	2026-03-16 08:02:06		
675	181		5	Telefono	Contesto	2	2026-03-05 14:47:02	302	Disponible siguiente semana
676	182		1	Telefono	No Contesto	1	2026-03-09 02:37:05		
677	182		1	Telefono	No Contesto	2	2026-03-07 22:55:12		
678	182		1	Telefono	Contesto	3	2026-03-08 16:39:56	324	
679	182		1	Telefono	No Contesto	4	2026-03-09 22:47:42		
680	182		1	WhatsApp	No Contesto	5	2026-03-10 08:58:10		
681	182		1	Telefono	Contesto	6	2026-03-07 20:03:56	370	
682	183		2	Correo	No Contesto	1	2026-03-05 07:26:28		
683	184		2	Correo	No Contesto	1	2026-03-03 14:47:44		
684	184		2	Correo	No Contesto	2	2026-03-05 22:56:18		
685	184		2	WhatsApp	Contesto	3	2026-03-04 05:51:44		Buena conversación, agenda demo
686	184		2	WhatsApp	No Contesto	4	2026-03-05 11:10:43		
687	185		2	WhatsApp	No Contesto	1	2026-03-05 13:22:48		
688	185		2	WhatsApp	No Contesto	2	2026-03-09 21:49:58		
689	185		2	WhatsApp	No Contesto	3	2026-03-07 11:44:30		
690	185		2	Telefono	No Contesto	4	2026-03-08 11:25:19		
691	186		5	WhatsApp	Contesto	1	2026-03-30 08:56:58		
692	186		5	Telefono	No Contesto	2	2026-03-16 08:31:37		
693	186		5	Telefono	No Contesto	3	2026-03-18 00:37:11		
694	186		5	WhatsApp	No Contesto	4	2026-03-16 16:16:35		
695	186		5	Telefono	No Contesto	5	2026-03-12 09:39:37		
696	186		5	Correo	No Contesto	6	2026-03-29 11:20:51		
697	186		5	Correo	Contesto	7	2026-03-25 02:20:41		
698	187		4	WhatsApp	No Contesto	1	2026-03-06 03:59:04		
699	187		4	Telefono	No Contesto	2	2026-03-07 11:30:27		
700	188		1	WhatsApp	Contesto	1	2026-03-04 19:24:18		
701	188		1	Telefono	No Contesto	2	2026-03-04 10:01:33		
702	188		1	Telefono	No Contesto	3	2026-03-04 04:44:38		
703	188		1	WhatsApp	No Contesto	4	2026-03-04 08:45:02		
704	188		1	Telefono	Contesto	5	2026-03-04 17:57:27	71	Respondió bien, buen perfil
705	188		1	WhatsApp	Contesto	6	2026-03-04 21:41:44		Confirmó interés
706	189		1	Telefono	Contesto	1	2026-03-05 12:46:44	544	
707	189		1	WhatsApp	Contesto	2	2026-03-03 15:19:20		
708	189		1	Telefono	No Contesto	3	2026-03-08 08:06:57		
709	189		1	Telefono	No Contesto	4	2026-03-09 08:05:41		
710	189		1	Telefono	No Contesto	5	2026-03-08 18:46:21		
711	189		1	Correo	Contesto	6	2026-03-06 04:19:14		
712	190		5	Telefono	No Contesto	1	2026-03-19 10:19:02		
713	191		5	Telefono	No Contesto	1	2026-03-07 08:21:49		Sin respuesta
714	191		5	Telefono	Contesto	2	2026-03-06 14:50:32	502	
715	191		5	WhatsApp	No Contesto	3	2026-03-07 23:10:01		Sin respuesta
716	191		5	WhatsApp	Contesto	4	2026-03-09 23:19:26		
717	191		5	WhatsApp	No Contesto	5	2026-03-08 20:46:50		
718	191		5	WhatsApp	No Contesto	6	2026-03-06 23:23:16		
719	192		4	Telefono	Contesto	1	2026-03-16 09:04:26	278	
720	192		4	WhatsApp	No Contesto	2	2026-03-16 10:32:01		Llamada breve, pide callback
721	192		4	Telefono	No Contesto	3	2026-03-25 03:58:27		
722	192		4	Correo	No Contesto	4	2026-03-04 12:25:23		Línea ocupada
723	192		4	Correo	No Contesto	5	2026-03-11 19:01:56		
724	192		4	Correo	No Contesto	6	2026-03-20 23:03:49		
725	193		1	Telefono	No Contesto	1	2026-03-26 15:07:55		
726	193		1	Telefono	Contesto	2	2026-03-09 07:55:53	537	Positivo, agenda follow-up
727	193		1	WhatsApp	Contesto	3	2026-03-17 22:11:47		
728	193		1	Correo	No Contesto	4	2026-03-13 01:48:53		Buzón de voz
729	193		1	Telefono	No Contesto	5	2026-03-29 01:37:10		No disponible
730	193		1	Telefono	Contesto	6	2026-03-28 21:17:14	484	
731	194		1	Telefono	Contesto	1	2026-03-09 21:36:37	270	
732	194		1	WhatsApp	No Contesto	2	2026-03-22 11:17:41		
733	194		1	WhatsApp	Contesto	3	2026-03-09 23:35:29		
734	194		1	Telefono	No Contesto	4	2026-03-22 21:23:53		
735	194		1	WhatsApp	No Contesto	5	2026-03-12 07:06:35		
736	194		1	Telefono	No Contesto	6	2026-03-22 05:22:36		
737	194		1	WhatsApp	No Contesto	7	2026-03-25 08:48:32		
738	195		4	WhatsApp	No Contesto	1	2026-03-05 08:37:58		
739	196		1	WhatsApp	Contesto	1	2026-03-11 14:15:30		Positivo, agenda follow-up
740	196		1	Correo	No Contesto	2	2026-03-05 18:43:18		
741	197		3	Correo	Contesto	1	2026-03-04 16:18:34		Interesado, pide más info
742	197		3	WhatsApp	No Contesto	2	2026-03-03 22:11:59		
743	197		3	Correo	No Contesto	3	2026-03-04 10:54:58		No disponible
744	197		3	WhatsApp	No Contesto	4	2026-03-04 10:15:50		
745	197		3	Correo	Contesto	5	2026-03-05 02:08:13		
746	197		3	Telefono	No Contesto	6	2026-03-05 09:02:46		
747	198		4	WhatsApp	Contesto	1	2026-03-27 00:13:19		
748	199		5	Telefono	No Contesto	1	2026-03-18 16:02:54		
749	199		5	Telefono	No Contesto	2	2026-03-14 16:13:57		Buzón de voz
750	199		5	Correo	Contesto	3	2026-03-07 17:15:21		
751	199		5	WhatsApp	No Contesto	4	2026-03-13 17:33:44		
752	199		5	Correo	No Contesto	5	2026-03-12 02:51:24		No disponible
753	199		5	WhatsApp	No Contesto	6	2026-03-17 01:43:03		
754	200		1	WhatsApp	Contesto	1	2026-03-23 14:45:20		Respondió bien, buen perfil
755	200		1	WhatsApp	No Contesto	2	2026-03-06 15:02:53		
756	200		1	Telefono	No Contesto	3	2026-03-15 13:52:18		Sin respuesta
757	200		1	WhatsApp	No Contesto	4	2026-03-18 19:58:30		
758	200		1	Telefono	No Contesto	5	2026-03-11 08:18:39		
759	200		1	WhatsApp	No Contesto	6	2026-03-09 23:59:46		
760	200		1	WhatsApp	No Contesto	7	2026-03-13 08:27:26		No disponible
761	201		1	WhatsApp	No Contesto	1	2026-03-05 19:34:23		
762	201		1	WhatsApp	No Contesto	2	2026-03-09 20:40:33		
763	201		1	WhatsApp	No Contesto	3	2026-03-09 09:40:41		
764	201		1	WhatsApp	No Contesto	4	2026-03-09 19:58:41		
765	201		1	Correo	No Contesto	5	2026-03-10 17:42:09		
766	202		1	WhatsApp	Contesto	1	2026-03-15 18:44:03		Buena conversación, agenda demo
767	202		1	WhatsApp	Contesto	2	2026-03-16 20:18:08		
768	202		1	Telefono	No Contesto	3	2026-03-10 07:51:23		
769	202		1	WhatsApp	No Contesto	4	2026-03-08 13:22:40		
770	203		1	WhatsApp	Contesto	1	2026-03-05 13:45:25		
771	203		1	WhatsApp	No Contesto	2	2026-03-03 06:36:09		
772	203		1	Correo	No Contesto	3	2026-03-05 00:39:45		
773	203		1	Telefono	No Contesto	4	2026-03-04 12:57:12		
774	204		1	Telefono	No Contesto	1	2026-03-06 03:55:47		
775	204		1	WhatsApp	No Contesto	2	2026-03-02 14:07:45		
776	204		1	Telefono	No Contesto	3	2026-03-06 09:53:23		
777	204		1	WhatsApp	Contesto	4	2026-03-03 15:21:27		
778	205		5	WhatsApp	No Contesto	1	2026-03-31 07:11:23		
779	205		5	Telefono	No Contesto	2	2026-03-10 01:58:22		Sin respuesta
